booking id,booking_date_time,gender,month,day_of_week,time_of_day,distance_travelled,time_taken,reason,toll,category,commission_base_cost,driver_base_cost,total_tax,total_trip_cost,ratings
1757237252,4/27/18 11:54,Male,April,Fri,11:54:00 AM,54,55,Office Event,0,Prime Rentals,242.2,968.8,92.04,1303,5
1469299763,1/30/18 22:46,Male,January,Tue,10:46:00 PM,3,4,Office to/from Home,0,Mini,17.63,70.53,6.7,95,3
1580867281,3/6/18 22:16,Female,March,Tue,10:16:00 PM,13,44,Late Night Ride,0,Micro,38.4,153.6,14.59,206.59,5
1609208331,3/15/18 21:57,Female,March,Thu,09:57:00 PM,7,45,Office to/from Home,0,Micro,35.89,143.55,13.64,193.08,5
1948368288,6/13/18 21:11,Male,June,Wed,09:11:00 PM,16,63,Office to/from Home,35,Micro,53.31,248.22,22.01,324,3
1870510805,5/24/18 22:18,Female,May,Thu,10:18:00 PM,13,35,NA,0,Micro,39.58,158.31,15.04,213,3
1466600101,1/29/18 22:15,Female,January,Mon,10:15:00 PM,11,40,Office to/from Home,0,Prime,47.32,189.28,17.98,255,4
2012356947,6/29/18 21:48,Female,June,Fri,09:48:00 PM,7,52,Office to/from Home,0,Prime,69.89,279.55,26.56,376,4
1423864616,1/16/18 2:02,Female,January,Tue,02:02:00 AM,5,5,Office to/from Home,0,Mini,22.64,90.58,8.61,122,5
1982957139,6/21/18 23:27,Male,June,Thu,11:27:00 PM,3,4,Office to/from Home,0,Micro,14.2,56.8,5.4,76,1
1432525692,1/18/18 21:40,Female,January,Thu,09:40:00 PM,5,38,Office to/from Home,0,Mini,29.09,116.35,11.06,157,4
1999042398,6/25/18 21:36,Male,June,Mon,09:36:00 PM,5,9,Late Night Ride,0,Prime,24.35,97.4,9.25,131,5
1971415622,6/19/18 0:33,Female,June,Tue,12:33:00 AM,2,2,Office to/from Home,0,Mini,23.23,92.94,8.83,125,5
2005424087,6/27/18 21:19,Male,June,Wed,09:19:00 PM,4,38,Office to/from Home,0,Prime,51.33,205.32,19.51,276,4
1784920670,5/3/18 22:02,Female,May,Thu,10:02:00 PM,16,45,Late Night Ride,0,Micro,51.88,207.52,19.72,279,2
1952198595,6/14/18 23:10,Male,June,Thu,11:10:00 PM,1,2,Office to/from Home,0,Mini,26.59,106.38,10.11,143,3
1423957988,1/16/18 5:06,Male,January,Tue,05:06:00 AM,1,2,Late Night Ride,0,Prime,14.55,58.21,5.53,78,5
1590361061,3/9/18 22:37,Female,March,Fri,10:37:00 PM,14,53,Office to/from Home,0,Mini,47.64,190.56,18.11,256.31,1
1860581045,5/21/18 22:54,Male,May,Mon,10:54:00 PM,21,56,Office to/from Home,0,Micro,52.2,208.8,19.84,281,5
1647472303,3/28/18 8:30,Female,March,Wed,08:30:00 AM,9,28,Office Event,0,Micro,29.64,118.55,11.27,159.46,4
1756003900,4/27/18 4:21,Male,April,Fri,04:21:00 AM,20,35,Office to/from Home,0,Micro,47.96,191.82,18.22,258,3
1801671054,5/7/18 21:50,Male,May,Mon,09:50:00 PM,16,51,Office to/from Home,0,Micro,59.09,236.35,22.46,318,4
1760800325,4/27/18 22:10,Female,April,Fri,10:10:00 PM,20,56,Late Night Ride,0,Prime,99.69,398.74,37.88,536,1
1721711478,4/19/18 1:21,Male,April,Thu,01:21:00 AM,9,25,Office to/from Home,0,Mini,36.21,144.85,13.76,195,2
1986952594,6/22/18 22:12,Male,June,Fri,10:12:00 PM,3,6,Office to/from Home,0,Mini,25.09,100.37,9.54,135,4
1755488735,4/26/18 22:03,Male,April,Thu,10:03:00 PM,11,49,Office to/from Home,0,Prime,67.16,268.63,25.52,361,4
1477506731,2/2/18 21:56,Female,February,Fri,09:56:00 PM,2,5,Office to/from Home,0,Prime,19.21,76.84,7.3,103,3
1781035479,5/2/18 21:23,Male,May,Wed,09:23:00 PM,5,30,Office to/from Home,0,Mini,33.23,132.94,12.63,179,1
1542253214,2/22/18 23:38,Female,February,Thu,11:38:00 PM,4,24,Office to/from Home,0,Micro,21.4,85.6,8.14,115.14,4
1466702936,1/29/18 23:40,Female,January,Mon,11:40:00 PM,8,32,Office to/from Home,0,Mini,34.52,138.06,13.11,186,2
1656684173,3/30/18 21:17,Female,March,Fri,09:17:00 PM,2,5,Office to/from Home,0,Micro,19.33,77.32,7.35,104,4
1833603558,5/14/18 21:32,Female,May,Mon,09:32:00 PM,5,44,Office to/from Home,0,Mini,34.39,137.54,13.07,185,5
1635291496,3/23/18 23:26,Female,March,Fri,11:26:00 PM,8,28,Office to/from Home,0,Prime,31.76,127.04,12.07,170.87,4
1429712933,1/18/18 2:01,Female,January,Thu,02:01:00 AM,30,58,Office to/from Home,0,Mini,91.39,365.57,34.73,492,4
1675838855,4/5/18 21:55,Male,April,Thu,09:55:00 PM,2,5,Office to/from Home,0,Prime,19.94,79.76,7.58,107,2
1948562674,6/13/18 22:21,Male,June,Wed,10:21:00 PM,3,4,Office to/from Home,0,Mini,25.89,103.56,9.84,139,3
2002412762,6/26/18 22:51,Female,June,Tue,10:51:00 PM,1,2,Office to/from Home,0,Mini,22.81,91.24,8.67,123,2
2000475031,6/26/18 12:31,Female,June,Tue,12:31:00 PM,22,55,Office to/from Home,0,Micro,53.29,213.18,20.25,287,3
1600002058,3/12/18 23:52,Male,March,Mon,11:52:00 PM,6,25,Office to/from Home,0,Mini,29.75,119,11.3,160.05,3
1590519047,3/10/18 0:36,Male,March,Sat,12:36:00 AM,12,33,Office to/from Home,0,Mini,42.38,169.52,16.11,228.01,2
1852841033,5/20/18 0:31,Male,May,Sun,12:31:00 AM,5,16,Other,0,Mini,28.25,112.99,10.72,152,4
1721235616,4/18/18 21:14,Female,April,Wed,09:14:00 PM,8,48,Office to/from Home,0,Micro,34.85,139.4,13.24,187,4
1424091811,1/16/18 9:17,Male,January,Tue,09:17:00 AM,34,0,Customer/Partner Visit,60,Prime Rentals,279.8,779.2,89.32,1148,5
1542290502,2/23/18 0:04,Male,February,Fri,12:04:00 AM,11,30,Office to/from Home,0,Prime,45.92,183.68,17.45,247.05,4
1609404347,3/16/18 0:56,Female,March,Fri,12:56:00 AM,2,3,Office to/from Home,0,Micro,16.54,66.17,6.29,89,3
1445758654,1/23/18 0:49,Female,January,Tue,12:49:00 AM,7,27,Office to/from Home,0,Micro,32.21,128.84,12.24,173,3
1602822327,3/13/18 23:01,Male,March,Tue,11:01:00 PM,14,40,Office to/from Home,0,Micro,47.04,188.15,17.88,253.07,5
1650226692,3/28/18 21:30,Female,March,Wed,09:30:00 PM,4,8,Office to/from Home,0,Micro,23.05,92.19,8.76,124,3
1403762700,1/9/18 0:00,Female,January,Tue,12:00:00 AM,13,35,Office to/from Home,0,Micro,36.34,145.36,13.81,196,1
1999267917,6/25/18 23:53,Female,June,Mon,11:53:00 PM,10,39,Office to/from Home,0,Mini,41.52,166.06,15.77,223,5
1982893257,6/21/18 22:47,Female,June,Thu,10:47:00 PM,27,53,Office to/from Home,0,Mini,131.04,524.16,49.8,705,3
1594199690,3/11/18 10:57,Female,March,Sun,10:57:00 AM,4,6,Customer/Partner Visit,0,Mini,21.93,87.74,8.34,118.01,5
1650214700,3/28/18 21:32,Female,March,Wed,09:32:00 PM,4,7,Office to/from Home,0,Prime,25.61,102.43,9.73,137.77,4
1847018801,5/18/18 15:54,Male,May,Fri,03:54:00 PM,13,43,Customer/Partner Visit,0,Prime,52.47,209.88,19.93,282,5
1751615411,4/26/18 1:04,Male,April,Thu,01:04:00 AM,27,46,Office to/from Home,0,Micro,66,264,25.08,355,5
1609484436,3/16/18 4:48,Male,March,Fri,04:48:00 AM,22,40,NA,0,Prime,23.44,293.76,18.91,336,3
1466655341,1/29/18 22:58,Male,January,Mon,10:58:00 PM,2,5,Office to/from Home,0,Mini,19.22,76.86,7.3,103,4
1755402504,4/26/18 21:47,Female,April,Thu,09:47:00 PM,49,130,Office to/from Home,35,Micro,187.69,785.78,73.07,1047,3
1747447624,4/25/18 1:34,Female,April,Wed,01:34:00 AM,4,5,Late Night Ride,0,Micro,16.36,65.42,6.21,88,3
1605869153,3/15/18 2:17,Male,March,Thu,02:17:00 AM,11,33,Office to/from Home,0,Micro,39.87,159.5,15.16,214.53,4
1516164458,2/14/18 21:58,Male,February,Wed,09:58:00 PM,14,47,Office to/from Home,0,Mini,52.04,208.18,19.78,280,5
1971338113,6/18/18 23:04,Male,June,Mon,11:04:00 PM,15,52,Office to/from Home,35,Mini,58.85,270.39,24.11,353,4
1721739250,4/19/18 2:25,Female,April,Thu,02:25:00 AM,2,2,Office to/from Home,0,Micro,13.38,53.53,5.09,72,4
1886872005,5/28/18 23:34,Male,May,Mon,11:34:00 PM,11,35,Office to/from Home,0,Micro,34.2,136.8,13,184,4
1773357829,4/30/18 21:41,Male,April,Mon,09:41:00 PM,8,42,Office to/from Home,0,Mini,42.96,171.82,16.32,231,3
2002278968,6/26/18 22:04,Female,June,Tue,10:04:00 PM,4,33,Office to/from Home,0,Micro,40.46,161.83,15.37,218,4
1435737386,1/19/18 21:33,Female,January,Fri,09:33:00 PM,17,52,Office to/from Home,0,Micro,65.07,260.29,24.72,350,5
1978923834,6/20/18 23:42,Male,June,Wed,11:42:00 PM,37,71,Office to/from Home,35,Micro,114.62,493.48,45.3,653,5
1513261759,2/14/18 0:18,Male,February,Wed,12:18:00 AM,12,30,Office to/from Home,0,Micro,32.92,131.68,12.51,177.11,3
1580733776,3/6/18 21:20,Female,March,Tue,09:20:00 PM,4,42,Office to/from Home,0,Micro,28.08,112.34,10.67,151.09,5
1999324778,6/26/18 1:58,Male,June,Tue,01:58:00 AM,6,5,Late Night Ride,0,Micro,18.22,72.88,6.92,98,4
1516047797,2/14/18 21:17,Female,February,Wed,09:17:00 PM,7,49,Office to/from Home,0,Mini,37.24,148.98,14.15,200.37,5
1863772227,5/22/18 23:18,Male,May,Tue,11:18:00 PM,15,47,Office to/from Home,35,Micro,52.18,243.7,21.58,317,5
1469479466,1/31/18 3:51,Female,January,Wed,03:51:00 AM,10,30,Office to/from Home,0,Micro,29.56,118.26,11.23,159,4
1713777156,4/16/18 21:42,Male,April,Mon,09:42:00 PM,31,100,Office to/from Home,0,Micro,97.3,389.18,36.98,523.46,4
1978657965,6/20/18 21:19,Female,June,Wed,09:19:00 PM,36,83,Office to/from Home,70,Micro,160.02,710.1,64.31,821,4
1785372462,5/3/18 23:53,Male,May,Thu,11:53:00 PM,27,45,Office to/from Home,0,Mini,86.25,344.98,32.77,464,4
2005685207,6/27/18 23:54,Female,June,Wed,11:54:00 PM,4,4,Office to/from Home,0,Micro,17.34,69.34,6.59,93,4
1675915813,4/5/18 22:45,Male,April,Thu,10:45:00 PM,2,3,Office to/from Home,0,Micro,13.38,53.53,5.09,72,5
1500093382,2/9/18 21:50,Male,February,Fri,09:50:00 PM,2,24,Office to/from Home,0,Micro,43.37,173.49,16.48,233,3
1726011289,4/20/18 1:34,Female,April,Fri,01:34:00 AM,2,2,Office to/from Home,0,Micro,13.2,52.79,5.02,71,5
1849229858,5/19/18 1:18,Female,May,Sat,01:18:00 AM,6,5,Late Night Ride,0,Micro,18.34,73.36,6.97,99,4
1656107145,3/30/18 18:51,Female,March,Fri,06:51:00 PM,7,42,Office Event,0,Micro,34.2,136.82,13,184.02,3
1559067172,2/28/18 1:28,Female,February,Wed,01:28:00 AM,5,17,Office to/from Home,0,Micro,21.9,87.62,8.32,117.84,2
1889958469,5/29/18 21:23,Female,May,Tue,09:23:00 PM,2,5,Office to/from Home,0,Micro,16.39,65.57,6.23,88,5
1867080458,5/23/18 22:17,Male,May,Wed,10:17:00 PM,13,43,Late Night Ride,0,Micro,38.14,152.56,14.5,205,4
1934158299,6/10/18 1:21,Male,June,Sun,01:21:00 AM,2,3,Office to/from Home,0,Mini,17.66,70.63,6.71,95,2
1429379852,1/17/18 21:06,Female,January,Wed,09:06:00 PM,8,47,Late Night Ride,0,Prime,42.47,169.88,16.13,228,3
1879420469,5/27/18 6:01,Female,May,Sun,06:01:00 AM,8,23,Office to/from Home,0,Mini,31.56,126.24,12,170,3
1545802158,2/24/18 3:55,Female,February,Sat,03:55:00 AM,3,3,Office to/from Home,0,Mini,18.6,74.4,7.07,100.07,3
1474593545,2/1/18 23:11,Male,February,Thu,11:11:00 PM,11,45,Office to/from Home,0,Micro,36.22,144.88,13.76,195,3
1929827861,6/8/18 22:22,Female,June,Fri,10:22:00 PM,12,49,Office to/from Home,0,Mini,63.63,254.5,24.18,342,3
1951977651,6/14/18 21:19,Male,June,Thu,09:19:00 PM,7,51,Office to/from Home,0,Mini,56.69,226.77,21.54,305,4
1918447646,6/5/18 22:17,Male,June,Tue,10:17:00 PM,17,40,Late Night Ride,0,Mini,67.76,271.04,25.75,365,5
1930091125,6/9/18 0:27,Female,June,Sat,12:27:00 AM,5,5,Late Night Ride,0,Mini,25.09,100.37,9.54,135,4
1781268625,5/2/18 23:18,Male,May,Wed,11:18:00 PM,9,35,Office to/from Home,0,Mini,37.55,150.18,14.27,202,2
1721242776,4/18/18 21:23,Female,April,Wed,09:23:00 PM,3,35,Office to/from Home,0,Micro,24.58,98.32,9.34,132,4
1982724949,6/21/18 21:32,Male,June,Thu,09:32:00 PM,13,49,Office to/from Home,0,Micro,105.58,422.3,40.12,568,4
1679361943,4/6/18 21:48,Male,April,Fri,09:48:00 PM,18,55,Late Night Ride,0,Micro,66.33,265.31,25.21,356.85,2
1860640104,5/21/18 23:46,Female,May,Mon,11:46:00 PM,2,3,Office to/from Home,0,Mini,17.8,71.2,6.76,96,3
1773360894,4/30/18 21:57,Female,April,Mon,09:57:00 PM,7,48,Office to/from Home,0,Mini,43.51,174.03,16.53,234,5
1983024895,6/22/18 0:39,Male,June,Fri,12:39:00 AM,6,7,Office to/from Home,0,Micro,19.33,77.32,7.35,104,5
1833938658,5/15/18 1:57,Female,May,Tue,01:57:00 AM,5,5,Office to/from Home,0,Micro,18.77,75.1,7.14,101,5
1587305969,3/9/18 0:17,Female,March,Fri,12:17:00 AM,7,17,Office to/from Home,0,Prime,29.08,116.32,11.06,156.46,5
1669942055,4/4/18 0:54,Male,April,Wed,12:54:00 AM,8,28,Office to/from Home,0,Mini,32.72,130.88,12.43,176.03,2
1409136629,1/10/18 23:53,Male,January,Wed,11:53:00 PM,8,34,Office to/from Home,0,Prime,40.54,162.16,15.41,218,5
1837742339,5/15/18 22:52,Female,May,Tue,10:52:00 PM,10,28,Office to/from Home,0,Prime,43,172,16.34,231,3
1675937321,4/5/18 23:02,Female,April,Thu,11:02:00 PM,5,20,Office to/from Home,0,Micro,22.87,91.5,8.7,123.07,5
1469424954,1/31/18 1:07,Female,January,Wed,01:07:00 AM,7,18,Office to/from Home,0,Mini,29.21,116.85,11.1,157,2
1445767958,1/23/18 1:06,Female,January,Tue,01:06:00 AM,3,4,Office to/from Home,0,Micro,15.58,62.32,5.92,84,1
1590546645,3/10/18 1:16,Female,March,Sat,01:16:00 AM,1,2,Office to/from Home,0,Mini,15.8,63.2,6,85,4
1814297596,5/11/18 0:42,Female,May,Fri,12:42:00 AM,4,5,Office to/from Home,0,Prime,24.49,97.96,9.31,132,2
1730884576,4/20/18 22:20,Male,April,Fri,10:20:00 PM,7,33,Office to/from Home,0,Mini,37.55,150.18,14.27,202,3
1649392060,3/28/18 18:09,Male,March,Wed,06:09:00 PM,14,66,Customer/Partner Visit,0,Mini,50.56,202.23,19.21,272,3
1863673452,5/22/18 22:10,Male,May,Tue,10:10:00 PM,3,7,Office to/from Home,0,Micro,21.56,86.25,8.19,116,5
1496782017,2/9/18 0:04,Male,February,Fri,12:04:00 AM,11,27,Airport/Station Ride,0,Micro,31.78,227.12,17.08,276,5
1403648249,1/8/18 22:15,Male,January,Mon,10:15:00 PM,6,29,Office to/from Home,0,Mini,29.66,118.65,11.27,160,4
1890250664,5/30/18 0:37,Female,May,Wed,12:37:00 AM,12,30,Office to/from Home,0,Mini,39.41,157.62,14.97,212,1
1650224428,3/28/18 21:38,Male,March,Wed,09:38:00 PM,3,23,Office to/from Home,0,Micro,28.52,114.06,10.84,153.42,5
1714125045,4/17/18 4:14,Male,April,Tue,04:14:00 AM,5,5,Office to/from Home,0,Micro,17.1,68.4,6.5,92,5
1867005340,5/23/18 21:36,Female,May,Wed,09:36:00 PM,6,38,Office to/from Home,0,Prime,37.36,149.44,14.19,201,5
1577951048,3/5/18 22:28,Male,March,Mon,10:28:00 PM,20,52,Office to/from Home,0,Micro,49.6,198.4,18.85,266.85,2
1755865122,4/27/18 0:10,Male,April,Fri,12:10:00 AM,2,3,Late Night Ride,0,Mini,18.08,72.33,6.87,97,5
1717752831,4/18/18 6:54,Female,April,Wed,06:54:00 AM,63,104,Office Event,35,Mini,197.55,825.22,76.82,1100,3
1562310275,3/1/18 2:39,Female,March,Thu,02:39:00 AM,2,12,Office to/from Home,0,Micro,15.88,63.52,6.04,85.44,2
1409159747,1/11/18 0:23,Female,January,Thu,12:23:00 AM,14,35,Office to/from Home,0,Micro,36.82,147.28,13.99,198,3
1660052303,3/31/18 22:14,Female,March,Sat,10:14:00 PM,20,57,Other,0,Prime Play,106.68,310.6,34.74,452.02,3
1599969339,3/12/18 23:20,Female,March,Mon,11:20:00 PM,6,6,Late Night Ride,0,Prime,25.65,102.6,9.75,138,4
1894033926,5/30/18 23:18,Male,May,Wed,11:18:00 PM,2,3,Office to/from Home,0,Mini,17.96,71.84,6.82,97,3
1886981618,5/29/18 3:33,Female,May,Tue,03:33:00 AM,31,50,Office to/from Home,70,Micro,74.48,367.92,31.81,474,4
1897451181,5/31/18 21:44,Male,May,Thu,09:44:00 PM,22,48,Office to/from Home,0,Micro,81.84,327.36,31.1,440,4
1727502316,4/20/18 12:33,Male,April,Fri,12:33:00 PM,61,128,Office Event,140,Prime Rentals,293.48,1313.92,118.52,1726,3
1451629584,1/24/18 22:56,Female,January,Wed,10:56:00 PM,3,3,Office to/from Home,0,Micro,13.9,55.6,5.28,75,2
1999319236,6/26/18 1:36,Female,June,Tue,01:36:00 AM,4,15,Office to/from Home,0,Mini,24.41,97.66,9.28,131,5
1395227773,1/5/18 23:40,Female,January,Fri,11:40:00 PM,19,54,Office to/from Home,35,Mini,55.49,256.95,22.84,335,1
1974870947,6/19/18 21:26,Female,June,Tue,09:26:00 PM,5,42,Office to/from Home,0,Micro,37.98,151.94,14.44,204,4
1699624060,4/12/18 21:35,Male,April,Thu,09:35:00 PM,30,78,Office to/from Home,35,Micro,88.29,388.16,35.3,511.75,5
1513445280,2/14/18 7:04,Male,February,Wed,07:04:00 AM,12,0,Customer/Partner Visit,0,Prime Rentals,105.8,423.2,40.2,569.2,5
1914913283,6/4/18 22:28,Male,June,Mon,10:28:00 PM,10,38,Office to/from Home,0,Micro,78.81,315.24,29.95,424,5
1859570968,5/21/18 19:17,Male,May,Mon,07:17:00 PM,4,30,Customer/Partner Visit,0,Prime,38.89,155.55,14.78,209,5
1522326734,2/16/18 21:39,Male,February,Fri,09:39:00 PM,5,48,Office to/from Home,0,Mini,35.6,142.4,13.53,191.53,5
1801984258,5/8/18 0:35,Female,May,Tue,12:35:00 AM,0,1,Office to/from Home,0,Mini,15,60,5.7,81,3
1539294780,2/22/18 0:02,Female,February,Thu,12:02:00 AM,34,52,Office to/from Home,60,Micro,89.64,418.56,37.06,545.26,3
1669863179,4/3/18 23:11,Female,April,Tue,11:11:00 PM,20,45,Late Night Ride,0,Micro,48.66,194.65,18.49,261.8,3
1510370079,2/12/18 21:46,Female,February,Mon,09:46:00 PM,2,4,Office to/from Home,0,Mini,17.53,70.14,6.67,94.34,3
1490556814,2/6/18 21:50,Female,February,Tue,09:50:00 PM,8,51,Office to/from Home,0,Micro,34.89,139.54,13.26,188,3
1536054278,2/20/18 21:51,Female,February,Tue,09:51:00 PM,8,40,Office to/from Home,0,Mini,35.5,141.98,13.49,190.97,5
1890251762,5/30/18 0:29,Female,May,Wed,12:29:00 AM,14,34,Office to/from Home,0,Micro,36.64,146.56,13.93,197,5
1509260998,2/12/18 16:55,Male,February,Mon,04:55:00 PM,5,32,Customer/Partner Visit,0,Micro,26.08,104.32,9.91,140.31,2
1886738921,5/28/18 22:12,Female,May,Mon,10:12:00 PM,6,41,Office to/from Home,0,Mini,31.48,125.92,11.97,169,5
1699830874,4/12/18 23:23,Female,April,Thu,11:23:00 PM,20,57,Office to/from Home,35,Micro,52.04,243.18,21.53,316.75,1
2011011949,6/29/18 17:32,Male,June,Fri,05:32:00 PM,17,73,Office to/from Home,0,Prime,70.09,280.36,26.64,377,4
2002260271,6/26/18 21:50,Male,June,Tue,09:50:00 PM,7,54,Office to/from Home,0,Micro,39.96,159.85,15.18,215,4
1837552671,5/15/18 21:47,Female,May,Tue,09:47:00 PM,30,76,Office to/from Home,35,Micro,93.12,407.49,37.13,538,4
1455143993,1/26/18 1:17,Male,January,Fri,01:17:00 AM,33,45,Office to/from Home,60,Mini,98.21,452.82,40.32,591,4
2005523803,6/27/18 21:53,Male,June,Wed,09:53:00 PM,14,51,Late Night Ride,0,Mini,58.74,234.94,22.32,316,4
OSN_1028304563,6/9/18 5:18,Female,June,Sat,05:18:00 AM,2,17.42,Late Night Ride,0,Play,12.01,48.03,4.56,65,1
1510641847,2/13/18 2:01,Male,February,Tue,02:01:00 AM,12,28,Office to/from Home,0,Prime,47.84,191.36,18.18,257.38,5
1866959147,5/23/18 21:16,Male,May,Wed,09:16:00 PM,7,44,Office to/from Home,0,Micro,31.97,127.88,12.14,172,4
1731144489,4/21/18 0:32,Male,April,Sat,12:32:00 AM,10,34,Office to/from Home,0,Micro,47.58,190.34,18.08,256,4
1451556656,1/24/18 22:14,Female,January,Wed,10:14:00 PM,4,6,Office to/from Home,0,Prime,23.64,94.56,8.99,127,5
1863699303,5/22/18 22:25,Male,May,Tue,10:25:00 PM,27,55,Office to/from Home,0,Micro,68.7,274.8,26.11,370,5
1922277987,6/6/18 23:36,Female,June,Wed,11:36:00 PM,2,4,Late Night Ride,0,Micro,14.13,56.5,5.37,76,4
1583777079,3/7/18 21:48,Female,March,Wed,09:48:00 PM,12,30,Office to/from Home,0,Micro,32.8,131.2,12.46,176.46,4
1743488342,4/23/18 22:37,Female,April,Mon,10:37:00 PM,8,37,Office to/from Home,0,Prime,41.21,164.85,15.66,222,4
OSN_1023138533,6/4/18 23:54,Female,June,Mon,11:54:00 PM,6,27.17,NA,0,Mini,20.52,82.08,7.79,110,5
OSN_913822055,3/20/18 21:06,Male,March,Tue,09:06:00 PM,4,37.33,Office to/from Home,0,Mini,7.25,29,2.75,39,4
1583845728,3/7/18 22:25,Male,March,Wed,10:25:00 PM,17,41,Airport/Station Ride,0,Micro,42.69,170.74,16.22,229.65,5
OSN_843424005,1/29/18 22:14,Female,January,Mon,10:14:00 PM,2,14.15,Late Night Ride,0,Sedan,8.36,33.46,3.18,45,3
1466511669,1/29/18 21:34,Female,January,Mon,09:34:00 PM,29,57,Office to/from Home,0,Micro,76.58,306.32,29.1,412,4
1454752278,1/25/18 21:34,Female,January,Thu,09:34:00 PM,7,47,Office to/from Home,0,Prime,62.38,249.54,23.71,336,5
1653772005,3/29/18 23:18,Male,March,Thu,11:18:00 PM,20,47,Office to/from Home,0,Micro,54.28,217.1,20.63,292.01,3
1472057660,2/1/18 4:31,Male,February,Thu,04:31:00 AM,4,4,Office to/from Home,0,Micro,15.25,60.98,5.8,82,2
1510445295,2/12/18 22:18,Male,February,Mon,10:18:00 PM,7,33,Office to/from Home,0,Mini,33.09,132.35,12.58,178.02,5
1897566992,5/31/18 22:33,Female,May,Thu,10:33:00 PM,15,46,Office to/from Home,35,Micro,58.02,267.06,23.79,349,1
1781170326,5/2/18 22:16,Male,May,Wed,10:16:00 PM,11,39,Office to/from Home,0,Prime,47.33,189.3,17.99,255,3
1801818616,5/7/18 22:22,Female,May,Mon,10:22:00 PM,8,34,Office to/from Home,0,Mini,35.2,140.81,13.38,189,4
1755361192,4/26/18 21:27,Female,April,Thu,09:27:00 PM,20,56,Late Night Ride,0,Mini,104.39,417.54,39.67,562,5
1747257364,4/24/18 22:41,Male,April,Tue,10:41:00 PM,12,43,Office to/from Home,0,Mini,97.58,390.34,37.08,525,4
1952360037,6/15/18 3:00,Female,June,Fri,03:00:00 AM,18,34,Office to/from Home,0,Mini,46.36,185.44,17.61,249,4
1532968569,2/19/18 21:55,Female,February,Mon,09:55:00 PM,7,52,Office to/from Home,0,Mini,37.6,150.4,14.29,202.29,2
1747134832,4/24/18 21:55,Female,April,Tue,09:55:00 PM,13,55,Office to/from Home,0,Mini,67.1,268.4,25.5,361,3
1605781212,3/14/18 23:29,Male,March,Wed,11:29:00 PM,17,38,Late Night Ride,0,Mini,52.56,210.22,19.97,282.75,3
1432530343,1/18/18 21:44,Female,January,Thu,09:44:00 PM,4,23,Office to/from Home,0,Mini,26.75,107.02,10.18,144,3
1542212232,2/22/18 23:02,Female,February,Thu,11:02:00 PM,5,6,Office to/from Home,0,Mini,23.8,95.2,9.04,128.04,2
1982911504,6/21/18 22:49,Female,June,Thu,10:49:00 PM,20,59,Office to/from Home,35,Mini,97.95,426.82,38.97,564,5
1466545543,1/29/18 21:44,Female,January,Mon,09:44:00 PM,27,81,Office to/from Home,35,Micro,77.06,343.24,31.03,451,5
1699805595,4/12/18 22:59,Female,April,Thu,10:59:00 PM,35,84,Office to/from Home,0,Micro,100.93,403.74,38.34,543.01,4
1893819587,5/30/18 21:57,Female,May,Wed,09:57:00 PM,8,27,Office to/from Home,0,Mini,31.4,125.6,11.94,169,4
1860513360,5/21/18 22:12,Male,May,Mon,10:12:00 PM,4,7,Office to/from Home,0,Mini,22.68,90.7,8.62,122,5
1879289725,5/27/18 1:49,Female,May,Sun,01:49:00 AM,30,46,Office to/from Home,70,Micro,76.92,377.68,32.73,487,5
1609278006,3/15/18 22:32,Female,March,Thu,10:32:00 PM,3,13,Office to/from Home,0,Mini,21.88,87.52,8.32,117.72,3
OSN_835796793,1/23/18 23:10,Male,January,Tue,11:10:00 PM,2,12.52,Office to/from Home,0,Mini,9.11,36.43,3.46,49,3
1412098081,1/11/18 22:44,Male,January,Thu,10:44:00 PM,11,35,Late Night Ride,0,Micro,33.22,132.88,12.62,179,1
1689858522,4/9/18 22:33,Male,April,Mon,10:33:00 PM,9,42,Office to/from Home,0,Mini,38.85,155.39,14.76,209,4
1925783185,6/8/18 1:21,Female,June,Fri,01:21:00 AM,10,27,Late Night Ride,0,Micro,30.67,122.68,11.65,165,3
1436145997,1/20/18 3:40,Female,January,Sat,03:40:00 AM,31,53,Office to/from Home,60,Micro,70.77,343.08,29.89,444,4
1631874445,3/22/18 21:59,Male,March,Thu,09:59:00 PM,2,4,Late Night Ride,0,Micro,17.61,70.45,6.69,94.75,1
1689952922,4/9/18 23:45,Male,April,Mon,11:45:00 PM,13,38,Office to/from Home,0,Mini,43.12,172.49,16.38,231.99,3
1845074006,5/17/18 22:43,Male,May,Thu,10:43:00 PM,13,40,Late Night Ride,0,Micro,51.86,207.43,19.7,279,3
1583731882,3/7/18 21:29,Female,March,Wed,09:29:00 PM,2,5,Office to/from Home,0,Prime,19.92,79.67,7.57,107,5
1918303757,6/5/18 21:39,Male,June,Tue,09:39:00 PM,30,63,Office to/from Home,70,Mini,128.63,584.53,52.38,766,5
1647019469,3/27/18 22:09,Female,March,Tue,10:09:00 PM,31,67,Office to/from Home,0,Mini,106.8,427.2,40.58,574.58,2
1703560334,4/13/18 22:33,Male,April,Fri,10:33:00 PM,5,33,Office to/from Home,0,Micro,25.54,102.16,9.71,137.41,5
1562207529,2/28/18 23:48,Male,February,Wed,11:48:00 PM,11,33,Late Night Ride,0,Micro,35,140,13.3,188.3,5
1395223377,1/5/18 23:32,Female,January,Fri,11:32:00 PM,30,62,Office to/from Home,60,Micro,79.76,379.04,33.31,492,3
